Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
4211405,Nova Erechim,3.543,2.205,2.070,3.211,1.064,4.275
4211454,Nova Itaberaba,4.256,2.210,2.057,1.530,2.737,4.267
4211504,Nova Trento,9.852,6.177,6.002,9.121,3.058,12.179
4211603,Nova Veneza,11.511,6.720,6.596,8.928,4.388,13.316
4211652,Novo Horizonte,3.101,1.450,1.300,921,1.829,2.750
4211702,Orleans,20.031,10.635,10.760,16.086,5.309,21.395
4211751,Otacílio Costa,13.993,8.265,8.083,14.902,1.446,16.348
4211801,Ouro,7.419,3.670,3.701,4.843,2.528,7.371
4211850,Ouro Verde,2.352,1.150,1.121,715,1.556,2.271
4211876,Paial,2.052,939,824,336,1.427,1.763
4211892,Painel,2.384,1.232,1.121,945,1.408,2.353
4211900,Palhoça,102.742,68.332,68.867,135.229,1.970,137.199
4212007,Palma Sola,8.206,3.957,3.808,4.468,3.297,7.765
4212056,Palmeira,2.133,1.224,1.152,925,1.451,2.376
4212106,Palmitos,16.034,8.016,8.005,9.871,6.150,16.021
4212205,Papanduva,16.822,9.184,8.747,9.185,8.746,17.931
4212239,Paraíso,4.796,2.091,1.989,1.451,2.629,4.080
4212254,Passo de Torres,4.400,3.354,3.277,5.877,754,6.631
4212270,Passos Maia,4.763,2.246,2.183,1.102,3.327,4.429
4212304,Paulo Lopes,5.924,3.404,3.288,4.820,1.872,6.692
4212403,Pedras Grandes,4.921,2.098,2.009,1.261,2.846,4.107
4212502,Penha,17.678,12.541,12.599,23.058,2.082,25.140
4212601,Peritiba,3.230,1.484,1.504,1.481,1.507,2.988
4212700,Petrolândia,6.406,3.166,2.965,2.225,3.906,6.131
4212908,Pinhalzinho,12.356,8.180,8.155,13.618,2.717,16.335
4213005,Pinheiro Preto,2.729,1.615,1.532,1.700,1.447,3.147
4213104,Piratuba,5.812,2.374,2.412,2.855,1.931,4.786
4213153,Planalto Alegre,2.452,1.383,1.276,1.066,1.593,2.659
4213203,Pomerode,22.127,13.906,13.866,23.836,3.936,27.772
4213302,Ponte Alta,5.168,2.454,2.441,3.577,1.318,4.895
4213351,Ponte Alta do Norte,3.221,1.644,1.659,3.007,296,3.303
4213401,Ponte Serrada,10.561,5.537,5.494,7.624,3.407,11.031
